id,state,name,city,county,latitude,longitude,towered,longest_runway_ft,surface_category,use_category,contact_phone,info_url,type,sources,corroborated
9U1,MT,WILSALL,WILSALL,PARK,46.04954583,-110.68495416,no,3100,unpaved,public,,https://www.airnav.com/airport/9U1,airport,faa,no
9U7,NV,CURRANT RANCH,CURRANT,NYE,38.73604583,-115.48030527,no,5100,unpaved,public,,https://www.airnav.com/airport/9U7,airport,faa,no
9V5,NE,MODISETT,RUSHVILLE,SHERIDAN,42.73657547,-102.44436013,no,3909,paved,public,,https://www.airnav.com/airport/9V5,airport,faa,no
9V6,SD,MARTIN MUNI,MARTIN,BENNETT,43.16564944,-101.71269805,no,3699,paved,public,,https://www.airnav.com/airport/9V6,airport,faa,no
9V7,CO,EADS MUNI,EADS,KIOWA,38.47513888,-102.81086111,no,3860,paved,public,,https://www.airnav.com/airport/9V7,airport,faa,no
9V9,SD,CHAMBERLAIN MUNI,CHAMBERLAIN,BRULE,43.76613708,-99.32122919,no,4299,paved,public,,https://www.airnav.com/airport/9V9,airport,faa,no
9VG,VA,CAMPBELL FLD,WEIRWOOD,NORTHAMPTON,37.45846944,-75.87881944,no,3000,unpaved,public,,https://www.airnav.com/airport/9VG,airport,faa,no
9W8,PA,BAUBLITZ COMMERCIAL,BROGUE,YORK,39.85232361,-76.48635333,no,2493,unpaved,public,,https://www.airnav.com/airport/9W8,airport,faa,no
9W9,SC,CLIO CROP CARE,CLIO,MARLBORO,34.56141666,-79.53808333,no,2598,unpaved,public,,https://www.airnav.com/airport/9W9,airport,faa,no
9Y0,MN,BOWSTRING,BOWSTRING,ITASCA,47.55824444,-93.87006388,no,2565,unpaved,public,,https://www.airnav.com/airport/9Y0,airport,faa,no
9Y1,ND,DUNN COUNTY WEYDAHL FLD,KILLDEER,DUNN,47.39133194,-102.7718125,no,4200,paved,public,,https://www.airnav.com/airport/9Y1,airport,faa,no
9Y2,MN,EAST GULL LAKE,EAST GULL LAKE,CASS,46.38385555,-94.37361388,no,2618,unpaved,public,,https://www.airnav.com/airport/9Y2,airport,faa,no
9Y7,WI,BARRON MUNI,BARRON,BARRON,45.40814041,-91.83262625,no,2010,unpaved,public,,https://www.airnav.com/airport/9Y7,airport,faa,no
9Z8,AK,LEVELOCK,LEVELOCK,LAKE AND PENINSULA,59.12708333,-156.85988888,no,3284,unpaved,public,9072837211,https://www.airnav.com/airport/9Z8,airport,faa,no
9Z9,AK,LAWING,LAWING,KENAI PENINSULA,60.41188472,-149.36934166,no,2355,unpaved,public,9072837211,https://www.airnav.com/airport/9Z9,airport,faa,no
A05,ID,DIXIE USFS,DIXIE,IDAHO,45.52074055,-115.51762666,no,4500,unpaved,public,,https://www.airnav.com/airport/A05,airport,faa,no
A08,AL,VAIDEN FLD,MARION,PERRY,32.5105,-87.38477777,no,6400,paved,public,,https://www.airnav.com/airport/A08,airport,faa,no
A13,AK,BOLD,ANCHORAGE,ANCHORAGE,61.34133888,-148.99888055,no,1000,unpaved,public,9072837211,https://www.airnav.com/airport/A13,airport,faa,no
A14,AK,PORTAGE CREEK,PORTAGE CREEK,DILLINGHAM,58.906525,-157.71116666,no,1920,unpaved,public,9078425275,https://www.airnav.com/airport/A14,airport,faa,no
A20,AZ,SUN VALLEY,BULLHEAD CITY,MOHAVE,35.00563888,-114.56502777,no,3700,paved,public,,https://www.airnav.com/airport/A20,airport,faa,no
A24,CA,CALIFORNIA PINES,ALTURAS,MODOC,41.41225972,-120.68388611,no,4159,paved,public,,https://www.airnav.com/airport/A24,airport,faa,no
A26,CA,ADIN,ADIN,MODOC,41.1865,-120.95438888,no,2850,paved,public,,https://www.airnav.com/airport/A26,airport,faa,no
A28,CA,FORT BIDWELL,FORT BIDWELL,MODOC,41.8765,-120.14663888,no,3660,unpaved,public,,https://www.airnav.com/airport/A28,airport,faa,no
A30,CA,SCOTT VALLEY,FORT JONES,SISKIYOU,41.55777777,-122.85494444,no,3700,paved,public,,https://www.airnav.com/airport/A30,airport,faa,no
A32,CA,BUTTE VALLEY,DORRIS,SISKIYOU,41.88725,-121.97558333,no,4300,paved,public,,https://www.airnav.com/airport/A32,airport,faa,no
A34,NV,DAYTON VALLEY AIRPARK,DAYTON/CARSON CITY,LYON,39.23842416,-119.55545533,no,5343,paved,public,,https://www.airnav.com/airport/A34,airport,faa,no
A39,AZ,AK-CHIN RGNL,MARICOPA,PINAL,32.99054861,-111.91890138,no,4751,paved,public,,https://www.airnav.com/airport/A39,airport,faa,no
A51,FL,COSTIN,PORT ST JOE,GULF,29.75854361,-85.28908472,no,4230,unpaved,public,,https://www.airnav.com/airport/A51,airport,faa,no
A57,AK,ALSEK RIVER,YAKUTAT,YAKUTAT,59.19913333,-138.44587777,no,1860,unpaved,public,9075867380,https://www.airnav.com/airport/A57,airport,faa,no
A61,AK,TUNTUTULIAK,TUNTUTULIAK,BETHEL,60.35110833,-162.65461111,no,3005,unpaved,public,9072837211,https://www.airnav.com/airport/A61,airport,faa,no
A63,AK,TWIN HILLS,TWIN HILLS,DILLINGHAM,59.074525,-160.27504166,no,3000,unpaved,public,9072837211,https://www.airnav.com/airport/A63,airport,faa,no
A67,AK,HARLEQUIN LAKE,YAKUTAT,YAKUTAT,59.41439583,-139.03372083,no,2100,unpaved,public,9075867380,https://www.airnav.com/airport/A67,airport,faa,no
A68,AK,SITUK,YAKUTAT,SKAGWAY-YAKUTAT,59.55287083,-139.51022222,no,2150,unpaved,public,9075867380,https://www.airnav.com/airport/A68,airport,faa,no
A69,AK,TANIS MESA,YAKUTAT,SKAGWAY-YAKUTAT,59.24959722,-138.50416527,no,1900,unpaved,public,9075867380,https://www.airnav.com/airport/A69,airport,faa,no
A77,AK,YANKEE CREEK 2,YANKEE CREEK,KUSKOKWIM,63.00186805,-156.36736027,no,1560,unpaved,public,9072837211,https://www.airnav.com/airport/A77,airport,faa,no
A79,AK,CHIGNIK LAKE,CHIGNIK LAKE,LAKE AND PENINSULA,56.25545694,-158.77783194,no,2800,unpaved,public,9072837211,https://www.airnav.com/airport/A79,airport,faa,no
AAA,IL,LOGAN COUNTY,LINCOLN,LOGAN,40.15869444,-89.33502777,no,4000,paved,public,,https://www.airnav.com/airport/AAA,airport,faa,no
AAF,FL,APALACHICOLA RGNL-CLEVE RANDOLPH FLD,APALACHICOLA,FRANKLIN,29.72754944,-85.0273775,no,5425,paved,public,,https://www.airnav.com/airport/AAF,airport,faa,no
AAO,KS,COLONEL JAMES JABARA,WICHITA,SEDGWICK,37.74757416,-97.22111777,no,6101,paved,public,,https://www.airnav.com/airport/AAO,airport,faa,no
AAS,KY,TAYLOR COUNTY,CAMPBELLSVILLE,TAYLOR,37.35827777,-85.30941666,no,5004,paved,public,,https://www.airnav.com/airport/AAS,airport,faa,no
AAT,CA,ALTURAS MUNI,ALTURAS,MODOC,41.48286111,-120.56541666,no,4228,paved,public,,https://www.airnav.com/airport/AAT,airport,faa,no
ABE,PA,LEHIGH VALLEY INTL,ALLENTOWN,LEHIGH,40.65236277,-75.44040583,yes,7599,paved,public,,https://www.airnav.com/airport/ABE,airport,faa,no
ABI,TX,ABILENE RGNL,ABILENE,TAYLOR,32.41133333,-99.68188888,yes,7208,paved,public,,https://www.airnav.com/airport/ABI,airport,faa,no
ABQ,NM,ALBUQUERQUE INTL SUNPORT,ALBUQUERQUE,BERNALILLO,35.03893155,-106.60826216,yes,13793,paved,public,,https://www.airnav.com/airport/ABQ,airport,faa,no
ABR,SD,ABERDEEN RGNL,ABERDEEN,BROWN,45.44679805,-98.42244083,no,6901,paved,public,,https://www.airnav.com/airport/ABR,airport,faa,no
ABY,GA,SOUTHWEST GEORGIA RGNL,ALBANY,DOUGHERTY,31.53553,-84.19448333,yes,6601,paved,public,,https://www.airnav.com/airport/ABY,airport,faa,no
ACB,MI,ANTRIM COUNTY,BELLAIRE,ANTRIM,44.9885775,-85.19834666,no,5003,paved,public,,https://www.airnav.com/airport/ACB,airport,faa,no
ACJ,GA,JIMMY CARTER RGNL,AMERICUS,SUMTER,32.11080555,-84.18886111,no,6011,paved,public,,https://www.airnav.com/airport/ACJ,airport,faa,no
ACK,MA,NANTUCKET MEML,NANTUCKET,NANTUCKET,41.25329916,-70.06051138,yes,6303,paved,public,,https://www.airnav.com/airport/ACK,airport,faa,no
ACP,LA,ALLEN PARISH,OAKDALE,ALLEN,30.75050861,-92.68849083,no,5000,paved,public,,https://www.airnav.com/airport/ACP,airport,faa,no
ACQ,MN,WASECA MUNI/MAYNARD RICHARD STENSRUD FLD,WASECA,WASECA,44.07347222,-93.55294416,no,3399,paved,public,,https://www.airnav.com/airport/ACQ,airport,faa,no
ACT,TX,WACO RGNL,WACO,MC LENNAN,31.61219444,-97.23030555,yes,7107,paved,public,,https://www.airnav.com/airport/ACT,airport,faa,no
ACV,CA,CALIFORNIA REDWOOD COAST-HUMBOLDT COUNTY,ARCATA/EUREKA,HUMBOLDT,40.97782638,-124.10846916,no,6046,paved,public,,https://www.airnav.com/airport/ACV,airport,faa,no
ACY,NJ,ATLANTIC CITY INTL,ATLANTIC CITY,ATLANTIC,39.45757583,-74.57715527,yes,10001,paved,public,,https://www.airnav.com/airport/ACY,airport,faa,no
ACZ,NC,WALLACE-PENDER,WALLACE,PENDER,34.71786666,-78.00388,no,4153,paved,public,,https://www.airnav.com/airport/ACZ,airport,faa,no
ADC,MN,WADENA MUNI,WADENA,OTTER TAIL,46.44737305,-95.21133472,no,4007,paved,public,,https://www.airnav.com/airport/ADC,airport,faa,no
ADF,AR,DEXTER B FLORENCE MEML FLD,ARKADELPHIA,CLARK,34.09980555,-93.06608333,no,5002,paved,public,,https://www.airnav.com/airport/ADF,airport,faa,no
ADG,MI,LENAWEE COUNTY,ADRIAN,LENAWEE,41.86763666,-84.07730583,no,5001,paved,public,,https://www.airnav.com/airport/ADG,airport,faa,no
ADH,OK,ADA RGNL,ADA,PONTOTOC,34.80426197,-96.67119975,no,6203,paved,public,,https://www.airnav.com/airport/ADH,airport,faa,no
ADK,AK,ADAK,ADAK ISLAND,ALEUTIANS WEST,51.88358277,-176.64248222,no,7790,paved,public,9075322466,https://www.airnav.com/airport/ADK,airport,faa,no
ADM,OK,ARDMORE MUNI,ARDMORE,CARTER,34.30387344,-97.02059738,yes,9002,paved,public,,https://www.airnav.com/airport/ADM,airport,faa,no
ADQ,AK,KODIAK,KODIAK,KODIAK ISLAND,57.74979388,-152.49394361,yes,7534,paved,public,9072837211,https://www.airnav.com/airport/ADQ,airport,faa,no
ADS,TX,ADDISON,DALLAS,DALLAS,32.96855555,-96.83644444,yes,7203,paved,public,,https://www.airnav.com/airport/ADS,airport,faa,no
ADT,KS,ATWOOD-RAWLINS COUNTY CITY-COUNTY,ATWOOD,RAWLINS,39.8403385,-101.04248291,no,5000,paved,public,,https://www.airnav.com/airport/ADT,airport,faa,no
ADU,IA,AUDUBON COUNTY,AUDUBON,AUDUBON,41.70152777,-94.92044444,no,3641,paved,public,,https://www.airnav.com/airport/ADU,airport,faa,no
AEG,NM,DOUBLE EAGLE II,ALBUQUERQUE,BERNALILLO,35.14490944,-106.79517388,yes,7398,paved,public,,https://www.airnav.com/airport/AEG,airport,faa,no
AEJ,CO,CENTRAL COLORADO RGNL,BUENA VISTA,CHAFFEE,38.81419444,-106.12061111,no,8303,paved,public,,https://www.airnav.com/airport/AEJ,airport,faa,no
AEL,MN,ALBERT LEA MUNI,ALBERT LEA,FREEBORN,43.68131425,-93.36814836,no,5000,paved,public,,https://www.airnav.com/airport/AEL,airport,faa,no
AEX,LA,ALEXANDRIA INTL,ALEXANDRIA,RAPIDES,31.32737166,-92.54855583,yes,9352,paved,public,,https://www.airnav.com/airport/AEX,airport,faa,no
AFE,AK,KAKE,KAKE,PRINCE OF WALES,56.9613625,-133.91026111,no,4000,paved,public,9079662221,https://www.airnav.com/airport/AFE,airport,faa,no
AFJ,PA,WASHINGTON COUNTY,WASHINGTON,WASHINGTON,40.13647222,-80.29019444,no,5004,paved,public,,https://www.airnav.com/airport/AFJ,airport,faa,no
AFK,NE,NEBRASKA CITY MUNI,NEBRASKA CITY,OTOE,40.60652777,-95.86666666,no,4501,paved,public,,https://www.airnav.com/airport/AFK,airport,faa,no
AFM,AK,AMBLER,AMBLER,NORTHWEST ARCTIC,67.10620055,-157.85715583,no,4000,unpaved,public,9074423310,https://www.airnav.com/airport/AFM,airport,faa,no
AFN,NH,JAFFREY AIRFIELD SILVER RANCH,JAFFREY,CHESHIRE,42.80513416,-72.00302194,no,2982,paved,public,,https://www.airnav.com/airport/AFN,airport,faa,no
AFO,WY,AFTON LINCOLN COUNTY/GENERAL BOYD L EDDINS FLD,AFTON,LINCOLN,42.70877055,-110.94217111,no,7025,paved,public,,https://www.airnav.com/airport/AFO,airport,faa,no
AFP,NC,ANSON COUNTY/JEFF CLOUD FLD,WADESBORO,ANSON,35.02063777,-80.0771175,no,5498,paved,public,,https://www.airnav.com/airport/AFP,airport,faa,no
AFW,TX,PEROT FLD/FORT WORTH ALLIANCE,FORT WORTH,TARRANT,32.99030666,-97.31942944,yes,11125,paved,public,,https://www.airnav.com/airport/AFW,airport,faa,no
AGC,PA,ALLEGHENY COUNTY,PITTSBURGH,ALLEGHENY,40.35443763,-79.92904666,yes,6501,paved,public,,https://www.airnav.com/airport/AGC,airport,faa,no
AGO,AR,RALPH C WEISER FLD,MAGNOLIA,COLUMBIA,33.22747222,-93.217,no,5007,paved,public,,https://www.airnav.com/airport/AGO,airport,faa,no
AGS,GA,AUGUSTA RGNL AT BUSH FLD,AUGUSTA,RICHMOND,33.36995416,-81.96449833,yes,8001,paved,public,,https://www.airnav.com/airport/AGS,airport,faa,no
AGZ,SD,WAGNER MUNI,WAGNER,CHARLES MIX,43.06416613,-98.29638208,no,3500,paved,public,,https://www.airnav.com/airport/AGZ,airport,faa,no
AHH,WI,AMERY MUNI,AMERY,POLK,45.28114777,-92.37539138,no,4002,paved,public,,https://www.airnav.com/airport/AHH,airport,faa,no
AHN,GA,ATHENS/BEN EPPS,ATHENS,CLARKE,33.94864027,-83.32591416,yes,6122,paved,public,,https://www.airnav.com/airport/AHN,airport,faa,no
AHQ,NE,WAHOO MUNI,WAHOO,SAUNDERS,41.24060527,-96.59454861,no,4100,paved,public,,https://www.airnav.com/airport/AHQ,airport,faa,no
AIA,NE,ALLIANCE MUNI,ALLIANCE,BOX BUTTE,42.05322222,-102.80375,no,9203,paved,public,,https://www.airnav.com/airport/AIA,airport,faa,no
AIB,CO,HOPKINS FLD,NUCLA,MONTROSE,38.23900222,-108.56280666,no,5212,paved,public,,https://www.airnav.com/airport/AIB,airport,faa,no
AID,IN,ANDERSON RGNL,ANDERSON,MADISON,40.10861111,-85.613,yes,5400,paved,public,,https://www.airnav.com/airport/AID,airport,faa,no
AIG,WI,LANGLADE COUNTY,ANTIGO,LANGLADE,45.15394969,-89.11061675,no,4010,paved,public,,https://www.airnav.com/airport/AIG,airport,faa,no
AIK,SC,AIKEN RGNL,AIKEN,AIKEN,33.64938888,-81.68502777,no,5500,paved,public,,https://www.airnav.com/airport/AIK,airport,faa,no
AIO,IA,ATLANTIC MUNI,ATLANTIC,CASS,41.40383333,-95.04875,no,5000,paved,public,,https://www.airnav.com/airport/AIO,airport,faa,no
AIT,MN,AITKIN MUNI/STEVE KURTZ FLD,AITKIN,AITKIN,46.54846194,-93.67663216,no,4000,paved,public,,https://www.airnav.com/airport/AIT,airport,faa,no
AIV,AL,GEORGE DOWNER,ALICEVILLE,PICKENS,33.10674444,-88.197175,no,5001,paved,public,,https://www.airnav.com/airport/AIV,airport,faa,no
AIZ,MO,LEE C FINE MEML,KAISER/LAKE OZARK,MILLER,38.09602777,-92.54947972,no,6497,paved,public,,https://www.airnav.com/airport/AIZ,airport,faa,no
AJC,AK,CHIGNIK,CHIGNIK,LAKE AND PENINSULA,56.31146263,-158.37323819,no,2600,unpaved,public,9072837211,https://www.airnav.com/airport/AJC,airport,faa,no
AJG,IL,MOUNT CARMEL MUNI,MOUNT CARMEL,LAWRENCE,38.60652777,-87.72669444,no,4500,paved,public,,https://www.airnav.com/airport/AJG,airport,faa,no
AJO,CA,CORONA MUNI,CORONA,RIVERSIDE,33.89765408,-117.60243975,no,3200,paved,public,,https://www.airnav.com/airport/AJO,airport,faa,no
AJR,GA,HABERSHAM COUNTY,CORNELIA,HABERSHAM,34.49985166,-83.55666472,no,5503,paved,public,,https://www.airnav.com/airport/AJR,airport,faa,no
AJZ,CO,BLAKE FLD,DELTA,DELTA,38.78560333,-108.06201361,no,5598,paved,public,,https://www.airnav.com/airport/AJZ,airport,faa,no
AK0,AK,JAKES BAR,MCCARTHY,CORDOVA-MCCARTHY,61.21887222,-142.89121111,no,1000,unpaved,public,9072837211,https://www.airnav.com/airport/AK0,airport,faa,no
AK1,AK,BUTTE MUNI,PALMER,MATANUSKA-SUSITNA,61.53031527,-149.01763611,no,1806,unpaved,public,9077452495,https://www.airnav.com/airport/AK1,airport,faa,no
AK7,AK,GOLD KING CREEK,FAIRBANKS,DENALI,64.19805555,-147.92861111,no,2558,unpaved,public,9074740788,https://www.airnav.com/airport/AK7,airport,faa,no
AK76,AK,EAST ALSEK RIVER,YAKUTAT,SKAGWAY-YAKUTAT,59.12628472,-138.40883194,no,1500,unpaved,public,9075867380,https://www.airnav.com/airport/AK76,airport,faa,no
AKA,AK,ATKA,ATKA,ALEUTIANS WEST,52.22058333,-174.20619444,no,4500,paved,public,9075322466,https://www.airnav.com/airport/AKA,airport,faa,no
AKH,NC,GASTONIA MUNI,GASTONIA,GASTON,35.20262305,-81.14987583,no,3769,paved,public,,https://www.airnav.com/airport/AKH,airport,faa,no
AKI,AK,AKIAK,AKIAK,BETHEL,60.90289722,-161.23058333,no,3200,unpaved,public,9072837211,https://www.airnav.com/airport/AKI,airport,faa,no
AKK,AK,AKHIOK,AKHIOK,KODIAK ISLAND,56.93869083,-154.18255555,no,3120,unpaved,public,9072837211,https://www.airnav.com/airport/AKK,airport,faa,no
AKN,AK,KING SALMON,KING SALMON,BRISTOL BAY,58.67649347,-156.648691,yes,8901,paved,public,9072837211,https://www.airnav.com/airport/AKN,airport,faa,no
AKO,CO,COLORADO PLAINS RGNL,AKRON,WASHINGTON,40.17563888,-103.22202777,no,7001,paved,public,,https://www.airnav.com/airport/AKO,airport,faa,no
AKP,AK,ANAKTUVUK PASS,ANAKTUVUK PASS,YUKON-KOYUKUK,68.13361111,-151.74333333,no,4800,unpaved,public,9074740788,https://www.airnav.com/airport/AKP,airport,faa,no
AKQ,VA,WAKEFIELD MUNI,WAKEFIELD,SUSSEX,36.9872128,-77.00112886,no,4337,paved,public,,https://www.airnav.com/airport/AKQ,airport,faa,no
AKR,OH,AKRON FULTON INTL,AKRON,SUMMIT,41.03742361,-81.46768472,no,6336,paved,public,,https://www.airnav.com/airport/AKR,airport,faa,no
AKW,AK,KLAWOCK,KLAWOCK,PRINCE OF WALES,55.57922222,-133.076,no,5000,paved,public,9072259481,https://www.airnav.com/airport/AKW,airport,faa,no
ALB,NY,ALBANY INTL,ALBANY,ALBANY,42.74911611,-73.80198,yes,8500,paved,public,,https://www.airnav.com/airport/ALB,airport,faa,no
ALI,TX,ALICE INTL,ALICE,JIM WELLS,27.74088888,-98.02694444,no,5997,paved,public,,https://www.airnav.com/airport/ALI,airport,faa,no
ALM,NM,ALAMOGORDO-WHITE SANDS RGNL,ALAMOGORDO,OTERO,32.83941666,-105.99113888,no,9207,paved,public,,https://www.airnav.com/airport/ALM,airport,faa,no
ALN,IL,ST LOUIS RGNL,ALTON/ST LOUIS,MADISON,38.88991666,-90.046,yes,8099,paved,public,,https://www.airnav.com/airport/ALN,airport,faa,no
ALO,IA,WATERLOO RGNL,WATERLOO,BLACK HAWK,42.55844916,-92.40102333,yes,8399,paved,public,,https://www.airnav.com/airport/ALO,airport,faa,no
ALS,CO,SAN LUIS VALLEY RGNL/BERGMAN FLD,ALAMOSA,ALAMOSA,37.435125,-105.86787527,no,8521,paved,public,,https://www.airnav.com/airport/ALS,airport,faa,no
ALW,WA,WALLA WALLA RGNL,WALLA WALLA,WALLA WALLA,46.09254166,-118.2840825,yes,6527,paved,public,,https://www.airnav.com/airport/ALW,airport,faa,no
ALX,AL,THOMAS C RUSSELL FLD,ALEXANDER CITY,TALLAPOOSA,32.91475,-85.96294444,no,5422,paved,public,,https://www.airnav.com/airport/ALX,airport,faa,no
AMA,TX,RICK HUSBAND AMARILLO INTL,AMARILLO,POTTER,35.21936111,-101.70591666,yes,13502,paved,public,,https://www.airnav.com/airport/AMA,airport,faa,no
AMG,GA,BACON COUNTY,ALMA,BACON,31.53605777,-82.50655333,no,5000,paved,public,,https://www.airnav.com/airport/AMG,airport,faa,no
AMN,MI,GRATIOT COMMUNITY,ALMA,GRATIOT,43.32214194,-84.68793861,no,5004,paved,public,,https://www.airnav.com/airport/AMN,airport,faa,no
AMT,OH,ALEXANDER SALAMON,WEST UNION,ADAMS,38.8516725,-83.56600722,no,3558,paved,public,,https://www.airnav.com/airport/AMT,airport,faa,no
AMW,IA,AMES MUNI,AMES,STORY,41.99204361,-93.62182083,no,5701,paved,public,,https://www.airnav.com/airport/AMW,airport,faa,no
ANB,AL,ANNISTON RGNL,ANNISTON,CALHOUN,33.58817,-85.858115,no,7002,paved,public,,https://www.airnav.com/airport/ANB,airport,faa,no
ANC,AK,TED STEVENS ANCHORAGE INTL,ANCHORAGE,ANCHORAGE,61.17408472,-149.9981375,yes,12400,paved,public,9072837211,https://www.airnav.com/airport/ANC,airport,faa,no
AND,SC,ANDERSON RGNL,ANDERSON,ANDERSON,34.49458666,-82.70938138,no,6002,paved,public,,https://www.airnav.com/airport/AND,airport,faa,no
ANE,MN,ANOKA COUNTY/BLAINE (JANES FLD),MINNEAPOLIS,ANOKA,45.14488888,-93.21019444,yes,5000,paved,public,,https://www.airnav.com/airport/ANE,airport,faa,no
ANI,AK,ANIAK,ANIAK,BETHEL,61.58140527,-159.54529805,no,6200,paved,public,9072837211,https://www.airnav.com/airport/ANI,airport,faa,no
ANJ,MI,SAULT STE MARIE MUNI/SANDERSON FLD,SAULT STE MARIE,CHIPPEWA,46.47922222,-84.36838888,no,5234,paved,public,,https://www.airnav.com/airport/ANJ,airport,faa,no
ANK,CO,SALIDA/HARRIETT ALEXANDER FLD,SALIDA,CHAFFEE,38.53827777,-106.04863888,no,7351,paved,public,,https://www.airnav.com/airport/ANK,airport,faa,no
ANP,MD,LEE,ANNAPOLIS,ANNE ARUNDEL,38.94287638,-76.56839,no,2505,paved,public,,https://www.airnav.com/airport/ANP,airport,faa,no
ANQ,IN,TRI-STATE STEUBEN COUNTY,ANGOLA,STEUBEN,41.63969833,-85.08349333,no,4540,paved,public,,https://www.airnav.com/airport/ANQ,airport,faa,no
ANV,AK,ANVIK,ANVIK,YUKON-KOYUKUK,62.64733333,-160.19005555,no,4000,unpaved,public,9072837211,https://www.airnav.com/airport/ANV,airport,faa,no
ANW,NE,AINSWORTH RGNL,AINSWORTH,BROWN,42.57922222,-99.99297222,no,6824,paved,public,,https://www.airnav.com/airport/ANW,airport,faa,no
ANY,KS,ANTHONY MUNI,ANTHONY,HARPER,37.15988888,-98.07952777,no,5002,paved,public,,https://www.airnav.com/airport/ANY,airport,faa,no
AOC,ID,ARCO-BUTTE COUNTY,ARCO,BUTTE,43.60352777,-113.33425,no,6610,paved,public,,https://www.airnav.com/airport/AOC,airport,faa,no
AOH,OH,LIMA ALLEN COUNTY,LIMA,ALLEN,40.70747797,-84.02707805,no,6000,paved,public,,https://www.airnav.com/airport/AOH,airport,faa,no
AOO,PA,ALTOONA/BLAIR COUNTY,ALTOONA,BLAIR,40.29636111,-78.32002777,no,5465,paved,public,,https://www.airnav.com/airport/AOO,airport,faa,no
AOV,MO,AVA BILL MARTIN MEML,AVA,DOUGLAS,36.97188722,-92.68194583,no,3634,paved,public,,https://www.airnav.com/airport/AOV,airport,faa,no
APA,CO,CENTENNIAL,DENVER,ARAPAHOE,39.57011861,-104.84929305,yes,10001,paved,public,,https://www.airnav.com/airport/APA,airport,faa,no
APC,CA,NAPA COUNTY,NAPA,NAPA,38.21318916,-122.28068722,yes,5930,paved,public,,https://www.airnav.com/airport/APC,airport,faa,no
APF,FL,NAPLES MUNI,NAPLES,COLLIER,26.1524408,-81.77563919,yes,6600,paved,public,,https://www.airnav.com/airport/APF,airport,faa,no
APN,MI,ALPENA COUNTY RGNL,ALPENA,ALPENA,45.07808333,-83.56030555,yes,9001,paved,public,,https://www.airnav.com/airport/APN,airport,faa,no
APS,LA,PORT OF SOUTH LOUISIANA EXEC RGNL,RESERVE,ST JOHN THE BAPTIST,30.08747222,-90.58283333,no,5151,paved,public,,https://www.airnav.com/airport/APS,airport,faa,no
APT,TN,MARION COUNTY/BROWN FLD,JASPER,MARION,35.06066666,-85.58530555,no,3498,paved,public,,https://www.airnav.com/airport/APT,airport,faa,no
APV,CA,APPLE VALLEY,APPLE VALLEY,SAN BERNARDINO,34.57533138,-117.18618805,no,6498,paved,public,,https://www.airnav.com/airport/APV,airport,faa,no
APY,TX,ZAPATA COUNTY,ZAPATA,ZAPATA,26.96878611,-99.24890833,no,5000,paved,public,,https://www.airnav.com/airport/APY,airport,faa,no
AQH,AK,QUINHAGAK,QUINHAGAK,BETHEL,59.75509305,-161.84536555,no,4000,unpaved,public,9072837211,https://www.airnav.com/airport/AQH,airport,faa,no
AQO,TX,LLANO MUNI,LLANO,LLANO,30.78422222,-98.65988888,no,4202,paved,public,,https://www.airnav.com/airport/AQO,airport,faa,no
AQP,MN,APPLETON MUNI,APPLETON,SWIFT,45.22750175,-96.00452941,no,3500,paved,public,,https://www.airnav.com/airport/AQP,airport,faa,no
AQR,OK,ATOKA MUNI,ATOKA,ATOKA,34.39833888,-96.14805972,no,3015,paved,public,,https://www.airnav.com/airport/AQR,airport,faa,no
AQT,AK,NUIQSUT,NUIQSUT,NORTH SLOPE,70.20983333,-151.00647222,no,4589,unpaved,public,9076592401,https://www.airnav.com/airport/AQT,airport,faa,no
AQW,MA,HARRIMAN-AND-WEST,NORTH ADAMS,BERKSHIRE,42.6962538,-73.17055305,no,4300,paved,public,,https://www.airnav.com/airport/AQW,airport,faa,no
AQX,SC,ALLENDALE COUNTY,ALLENDALE,ALLENDALE,32.99511166,-81.27023666,no,4990,paved,public,,https://www.airnav.com/airport/AQX,airport,faa,no
AQY,AK,GIRDWOOD,GIRDWOOD,ANCHORAGE,60.96902222,-149.11934583,no,2095,unpaved,public,9072837211,https://www.airnav.com/airport/AQY,airport,faa,no
ARA,LA,ACADIANA RGNL,NEW IBERIA,IBERIA,30.03775833,-91.88389611,yes,8002,paved,public,,https://www.airnav.com/airport/ARA,airport,faa,no
ARB,MI,ANN ARBOR MUNI,ANN ARBOR,WASHTENAW,42.22292755,-83.74570883,yes,3505,paved,public,,https://www.airnav.com/airport/ARB,airport,faa,no
ARC,AK,ARCTIC VILLAGE,ARCTIC VILLAGE,UPPER YUKON,68.11466944,-145.57941527,no,4500,unpaved,public,9074740788,https://www.airnav.com/airport/ARC,airport,faa,no
ARG,AR,WALNUT RIDGE RGNL,WALNUT RIDGE,LAWRENCE,36.12466666,-90.92511111,no,6001,paved,public,,https://www.airnav.com/airport/ARG,airport,faa,no
ARM,TX,WHARTON RGNL,WHARTON,WHARTON,29.25427777,-96.15438888,no,5004,paved,public,,https://www.airnav.com/airport/ARM,airport,faa,no
ARR,IL,AURORA MUNI,CHICAGO/AURORA,KANE,41.77191666,-88.47566666,yes,6501,paved,public,,https://www.airnav.com/airport/ARR,airport,faa,no
ART,NY,WATERTOWN INTL,WATERTOWN,JEFFERSON,43.99183333,-76.01941666,no,7001,paved,public,,https://www.airnav.com/airport/ART,airport,faa,no
